item_id,user_id,region,city,parent_category_name,category_name,param_1,param_2,param_3,title,description,price,item_seq_number,activation_date,user_type,image,image_top_1,deal_probability
5a84d010d140,e5f52781b168,Краснодарский край,Краснодар,Транспорт,Автомобили,С пробегом,Subaru,Legacy,"Subaru Legacy, 2000","Subaru Legacy B4/
ОТС. Любые проверки. /
Вся информация по телефону./
ДВС в отличном состоянии, всё работает хорошо. /
Не гремит, не шумит",520000.0,385,2017-03-23,Private,39de75cd7e9c8e67aeadd78ea3c698a677bc8f6019e9e5bf274cd238645bd3eb,1102.0,0.0
5a85c73619ba,1acdf4b0a15e,Волгоградская область,Волжский,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,44–46 (M),Платье,,500.0,76,2017-03-26,Private,9266fad128ed6a091b3714fcda7eb696cd0d802166ddc7049ff1bdd8d26de37e,415.0,0.0
5a977324d59f,af4dc606c269,Свердловская область,Нижний Тагил,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,86-92 см (1-2 года),Костюм весна- осень теплый,"Теплый костюм весна - осень,  92-98размер. На флисе.  Состояние хорошее. Только смс писать, сама перезвоню.  Вагонка",600.0,33,2017-03-17,Private,30344f626eea10ee058592c79ba767a569f4fb2674e73f90cd47c37d210d4c85,98.0,0.0
5aa9d0a1dab0,03f29dcc224f,Ханты-Мансийский АО,Когалым,Недвижимость,"Дома, дачи, коттеджи",Сдам,Дача,На длительный срок,Дача 20 м² на участке 6 сот.,"Сдам дачу на длительный период(весенне-летний-осенний), жилой вагончик, баня, скважина, теплица, клубника и смородина, можно сажать картофель, желательно с возможностью обработать участок и снятия урожая (для себя), для летнего проживания и отдыха есть все необходимое.",10000.0,13,2017-03-27,Private,0242a204e1d5b5a1e9bb4267ccc72e7b549ae2dc3b1e60ee2decff916781df5a,1516.0,0.26982
5ab68e669fc9,ef5b1bcaefce,Краснодарский край,Спокойная,Личные вещи,Товары для детей и игрушки,Товары для кормления,,,Нутрилон,,500.0,1,2017-03-18,Private,6ba2201baec057e994eda11c1d901d3de45449f34417a44321c27c0e7d159e7e,1280.0,0.0
5ab7cd7b9977,4f01d5769563,Краснодарский край,Краснодар,Для бизнеса,Оборудование для бизнеса,Для магазина,,,Корзина покупательская,Продаются корзины покупательские.,250.0,107,2017-03-23,Company,adce865229c44feb61d895c5b9df96c3865bad2e8a76e7723541ab4d0f8f8612,1498.0,0.08189
5ac270cb6879,77bff9eb666f,Татарстан,Казань,Услуги,Предложение услуг,"Оборудование, производство","Производство, обработка",,"Кухонные гарнитуры, шкафы купе и др корпусная мебе","Корпусная Мебель от проиизводителя ООО Эко-дом/
Не дорого /
Качественно",4000.0,25,2017-03-19,Company,,,0.0
5ac8e7ccced6,a072669fe34b,Ростовская область,Ростов-на-Дону,Животные,Птицы,,,,"Инкубационное яйцо цесарок породы ""Кремовая""","Яйцо на инкубацию цесарок породы ""Кремовая"".",,137,2017-03-20,Company,,,0.0
5acc36ef2602,e37fe2f7c6e9,Калининградская область,Калининград,Транспорт,Автомобили,С пробегом,Mercedes-Benz,E-класс,"Mercedes-Benz E-класс, 2004","Требуется замена двигателя,  есть движок 70000р, установка 20000р., отдам за 270000р. Вместе со старым движком.",270000.0,5,2017-03-15,Private,85bdd2698683baca836ae1fa3af90f2a14651f2dec93d22f363106b6100b0a70,2262.0,0.7376
5b37df812a9c,cb77d79ffa3a,Татарстан,Набережные Челны,Для дома и дачи,Мебель и интерьер,Другое,,,Уголок школьника,"Продаётся уголок школьника б/у в хорошем состоянии. Размеры:высота 1.80 , длина 1.94 , ширина 0.81, длина стола 1.20. Возможен торг.",3500.0,2,2017-03-25,Private,baed73e1a918abc8db8858a3878e5a13d1836d6594e3b691bcf1e4a923eeeafa,1511.0,0.25051
5b3c5006e73a,66987193b8b0,Пермский край,Соликамск,Бытовая электроника,Фототехника,Объективы,,,Обьектив,"продается обьектив никон ДХ 18-55мм, состояние хорошее, без коробки.",2000.0,4,2017-03-15,Private,35d119ba10d153411331d943e7d50d8e55e0214987ed1cf8cba1f557f0024a8b,2996.0,0.76786
5b474a1e41b8,fda6b4836e33,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,37,Новые туфли Ernesto Esposito,"Абсолютно новые./
37 размер - 24 см./
Колодка очень удобная./
Подошва - натуральная кожа ( требуют профилактику.)/
Полностью из натуральной кожи./
6000 рублей ( стоили 18000).",6000.0,2863,2017-03-19,Company,8fab1a8862a5acda9a02305d304ce9f3cb94a219c0b576ab7886120f6effa3d1,504.0,0.0
5b6478ac436e,f7babd10dd6c,Калининградская область,Калининград,Бытовая электроника,Товары для компьютера,Комплектующие,Видеокарты,,Palit GeForce GTS 250,"Б\у, не гретая",2000.0,13,2017-03-24,Private,76b0eee43cd44528b36a8460eea4be9bab6edb18069d1d103067f5eda7d91470,2865.0,0.0
5b93a9755ab2,50f790f1eef3,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Пиджаки и костюмы,42–44 (S),Новый костюм,"Продам новый костюм мне не подошёл размер /
Подойдёт на рост от 170/
Этикетки на месте /
Заказывала на сайте гепюр",1200.0,132,2017-03-21,Company,52c3166eb7354958d67b886eebd673b94385f53f35e5eca83e80dbf7f8f14a62,566.0,0.0
5baa2fb53aac,2c7dcb05122e,Оренбургская область,Оренбург,Личные вещи,"Одежда, обувь, аксессуары",Аксессуары,,,Новая сумка Шанель,"Абсолютно новая, красивая сумка шанель, очень вместительная",2000.0,19,2017-03-17,Private,e5d14692ad0c19e621d03827c09d6f401cdc886a7a3398d5f1f33912687e91e6,268.0,0.0
5baf1d9440d7,5451d4328559,Иркутская область,Усолье-Сибирское,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,122-128 см (6-8 лет),Куртка осенняя,,1000.0,60,2017-03-18,Company,b25d80b8071c3e72e2988d15976e5ca85396b7fa63a1e4c9f255c6f66de4c70e,52.0,0.80323
5bdfc9b68c8d,d9449fa5b557,Пермский край,Березники,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Обувь,40,Сапоги(ботинки) женские весна/осень 40размер. Нату,Натуральная кожа. Новые. (Надевала раза три-четыре) покупала за 6000руб,4000.0,1,2017-03-19,Private,39a14f5fa46aff7a5fab9e09ae7aec96ea8027eefa7df40e8b46a844529626be,642.0,0.0
5bdfcab7ab90,4c894c0930f4,Краснодарский край,Сочи,Личные вещи,Товары для детей и игрушки,Игрушки,,,Мерседес AMG 63,Новый электромобиль. Полная комплектация. 3 скорости. Два режима Пульт. Резиновые колеса.,22000.0,41,2017-03-16,Company,5bec00df347ce9da550ed8ccd9644aaac8cf4ab958683a047df17dc4803c5b4e,891.0,0.0
5beac4bef77a,0c2a4f93bea2,Краснодарский край,Анапа,Хобби и отдых,Коллекционирование,Другое,,,Panini World of Tanks. По машинам. наклейки,"ВНИМАНИЕ! Просьба не звонить. номер привязан мамин, пишите сюда либо дам ссылку на вк!/
/
Наклейки по этой коллекции обычные по 4р, спец по 30р, номера уточняйте/
Есть альбом в мягкой обложке 200р/
В твердой обложке 400р/
/
•Отправляю только заказным письмом, с наложенным платежом не работаю!/
Отзывы имеются с 2014г/
/
•Так же есть большой выбор товаров на продажу, альбомов наклеек, карточек, наклеек по разным коллекциям и многое другое, если заинтересует пишите, дам фото на группу в вк",4.0,142,2017-03-16,Company,b8750a8d51f134257a8bca85b351d5df4eead1663709342fe9b5d9f08210812a,2800.0,0.0
5bebc86ba716,e36a75e43dcd,Татарстан,Набережные Челны,Бытовая электроника,Аудио и видео,Аксессуары,,,Ролик для проигрывателя пластинок,"Для роликового проигрывателя. Диаметр 50 мм. Посадочное отверстие около 3,5 мм. Толщина резины 3-2 мм.Состояние рабочее. Отправка",1000.0,14,2017-03-21,Company,93b833a94253d7d69883680a7d3aefcf9b7d9a16652fc285778998b3c1eb6e09,1363.0,0.0
5bfa55e49d59,e6e2407caba2,Ханты-Мансийский АО,Сургут,Личные вещи,Детская одежда и обувь,Для девочек,Комбинезоны и боди,74-80 см (7-12 мес),Боди новые,"продам боди новые три штуки с коротким руковом Моеша 100/
и один крокид с коротким200 за все 500",100.0,89,2017-03-26,Private,94fb8d7439d61870aa3886a69e7a6f1e81baa4c6d45ec90afd8c343271bbfab0,83.0,0.0
5c0889ae3a0f,2709be7f5008,Краснодарский край,Новороссийск,Недвижимость,"Дома, дачи, коттеджи",Продам,Дом,,Дом 110 м² на участке 8 сот.,"Продам новый дом 2.5 этажа, в тихом ,живописном месте ,гараж ,5 комнат ,мпо, скважина ,электричество ,дом под чистовую отделку. На участке много свободного места. Подробности по телефону.",2550000.0,12,2017-03-28,Company,873f7759a6040938883456c8eb0e35a3d560597358853ff4096867db8310e323,2218.0,0.0
5c09dbc3428b,0f1d801fe66f,Новосибирская область,Новосибирск,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,48–50 (XL),"Кожаная куртка, р-р 50","Куртка весенняя, натуральная кожа, р-р 50, цвет жёлтый./
/
Примерить и купить можно в Академгородке.",3000.0,4,2017-03-18,Private,7de98e0fefa9b2dde4f6921bb325d6fa2393c6ac32c455e417fa5f02d0e9f301,590.0,0.12579
5c26b84ccfbc,22111acf1428,Ростовская область,Ростов-на-Дону,Личные вещи,Детская одежда и обувь,Для девочек,Трикотаж,146-152 см (10-12 лет),"Платье трикотажное фирмы""Terranjva""",Платье в отличном состоянии объем груди 40 длина 94,500.0,55,2017-03-25,Private,73b0e596bc8b2fbb43e27bb8e342ca47d146bf258c21e5092254a89988ee8495,404.0,0.0
5c3ae01e58a8,fbb7fa0151f3,Пермский край,Соликамск,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,134-140 см (8-10 лет),Жилетка,"Продам жилетку, утеплённая, капюшон отстегивается, одевали пару раз.",200.0,45,2017-03-15,Private,fef84939f4d6d8bef15c6da85041127585e63b37c4fc11c9a355e3250444ee8f,667.0,0.80323
5c42dbb78be4,a8a1751ce282,Иркутская область,Иркутск,Бытовая электроника,Аудио и видео,Аксессуары,,,McIntosh MPC1500,"Качественное питание имеет ключевое влияние на эффективность любой системы. McIntosh MPC1500 обеспечивает чистую регенерацию энергии для аудио-видео компонентов Вашего домашнего кинотеатра и аудио оборудования класса  Hi-End. McIntosh MPC1500 защищает от отключения электроэнергии, нарушений питания, включая перепады питания, скачки напряжения, перенапряжения, линейные шумы, падения напряжения, частотные изменения, переключения переходных и гармонических искажений. McIntosh MPC1500 - для любителей музыки, которые хотят значительно повысить производительность существующих устройств и вывести их на качественно новый уровень звучания! Шесть Евро-розеток питания. Упакован в двойную коробку./
Официальная поставка, документы.",270000.0,18,2017-03-27,Private,ee560e7800e9fd1beb6c1254acc335db3dbf6d0c75dfce8f0dc3c14414db89e5,3058.0,0.0
5c4567f8bb28,7a19debef93d,Ростовская область,Ростов-на-Дону,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,42–44 (S),Куртка,"Продам пуховую куртку б/у,  в отличном состоянии, подойдет на холодную весну или осень. Район Северный",350.0,29,2017-03-17,Private,930efbfa012225ea94808e995e492643e2b0b0934f36c0d8bb8475e6a3e30c4b,528.0,0.0
5c802190b3f6,0b7884561e40,Татарстан,Казань,Услуги,Предложение услуг,"IT, интернет, телеком",Cоздание и продвижение сайтов,,Создание отличных сайтов. Продвижение,"Здравсmвуйmе, если Вы здесь, значиm Вы задумались о создании классного сайmа и заинтересованы в получении большого количества клиентов./
❄════════════════❄❄❄═════════════════❄/
/
Без лирики, сразу к предложениям:/
═══════════════════════/
✔ Качесmво услуг на уровне ведущих комnаний./
✔ Цены сущесmвенно ниже чем в комnаниях (зачасmую в разы). /
✔ Обеспечиваею консультацию и техническую поддержку после сдачи проекта (На связи с 9 00 до 22 00, без выходных)/
✔ ГОТОВ ПРЕДОСТАВИТЬ ПОРТФОЛИО РАБОТ (по запросу или при встрече)/
✔ Работаю по договору./
✔ Возможна безналичная оплата на расчётный счёт/
✔ Возможны партнёрские отношения.",2990.0,3,2017-03-22,Private,39989ced9cb4068cbfe41e6669fd4adcfff819e17f7284472743d32cdb13c09f,1436.0,0.5
5c83bc0e15d1,c062b3346fc5,Ханты-Мансийский АО,Сургут,Недвижимость,Квартиры,Продам,3,Вторичка,"3-к квартира, 105 м², 9/15 эт.","Большая светлая двухуровневая квартира с чистовой отделкой. Подготовлена под ремонт, стены выровнены, побелены, выполнена разводка, новые счетчики. 1 уровень - кухня зал , туалет и ванная комната. 2 уровень - две спальни и совмещенный санузел. Перепланировки узаконены. Все документы готовы. Рассматривается ипотека. Возможен торг.",9000000.0,9698,2017-03-17,Shop,3c45f9fa94f95f7cbdd23768609c200c436e7ee9eec00c9d857f5d913d140041,2217.0,0.18338
5c8c2d9f00bb,55c373e0ba7e,Кемеровская область,Кемерово,Хобби и отдых,Коллекционирование,Картины,,,Картины,Цена за картины под стеклом. последняя по договорённости.звоните,350.0,23,2017-03-27,Private,08164a00ae569a3c3226f8ed6959a1858a04ab02cce22440d828372da4f2bfe5,2160.0,0.19623
5c9301fe10f9,bc509c616927,Кемеровская область,Топки,Недвижимость,"Дома, дачи, коттеджи",Продам,Дача,,Дача 20 м² на участке 5 сот.,"Продам дачу в Топкинском ра-не,5 км на электричке.Свет.Вода по дням.Летний домик.Баня.Площадь участка 5 соток.Через дорогу еще земля 2,8 соток,сажаем там картофель",140000.0,1,2017-03-16,Private,d1493b815471c222a6b5f34501d5ec87e02e96a270433d2244461e0dd69baa30,1724.0,0.12895
5c9b44012fa8,4f982b9dba13,Новосибирская область,Новосибирск,Бытовая электроника,Планшеты и электронные книги,Аксессуары,Чехлы и плёнки,,Чехол для Xiaomi MiPad 2,Новый чехол для MiPad 2,600.0,23,2017-03-25,Private,4ad87106a03aac3ccb7c4dd9eea8ee1b5907cefef4bd2fb65bad0cc6485881e1,2874.0,0.0
5c9f9fc0f165,e4aa05746b31,Красноярский край,Красноярск,Хобби и отдых,Спорт и отдых,Туризм,,,Палатка четырехместная Новая Lanyu 1605,"палатка кемпинговая, 4-местная/
двухслойная, геометрия: полусфера/
внутренний каркас, дуги из стеклопластика/
2 входа / одна комната/
вес 6.50 кг/
водостойкость тента: 2500 мм в.ст/
внешние размеры (ДхШхВ) 410х210х175 cм/
навес над входом",4999.0,11,2017-03-27,Company,25abeeb6f58e8172c8f3f61a07e1fc8bd09e2b8a99fc70a2822adff984353ce5,2594.0,0.0
5cb24fd5f975,bd9541996b2b,Краснодарский край,Новороссийск,Недвижимость,Квартиры,Продам,1,Вторичка,"1-к квартира, 31 м², 3/5 эт.","Срочная продажа!!!/
1к Брежнева 3/5эт Луначарского/
жилое состояние, мебель, балкон застеклен.",1550000.0,1192,2017-03-24,Company,2c39f5229a52dc4d1db2d3a725604b48e3d2a14df9c74afb4d9eacb9df46940e,1429.0,0.07612000000000001
5cba2677fdce,abcdd1ca1a5c,Самарская область,Самара,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Брюки,48–50 (XL),Брюки (Германия) art.22mar/74,"Брюки (Германия) art.22mar/74/
                                  -   /
РАСПРОДАЖА!!     АКЦИИ!!!!     СКИДКИ!!!!/
/
Нахожусь: ул.Cоветская, 8  /
/
СеКоНд  ХеНд из  ЕВРОПЫ/
 /
* получить КАТАЛОГ товаров - нажмите  ""написать сообщение""",200.0,21403,2017-03-22,Company,40420526df7d7b8676a2a9b62e0bc40055953ba978b36d05ea02c27c63ac8d12,585.0,0.0
5cca76772093,a23d4a8d83bf,Ставропольский край,Ставрополь,Личные вещи,Детская одежда и обувь,Для мальчиков,Брюки,86-92 см (1-2 года),Вельветовые новые брючки,"Новые вельветовые брючки Kiabi , на стройного ребёнка, рост 90-97( так указано на бирке, 3 года)",400.0,38,2017-03-15,Private,6d7cc680c84cf75ed0be9b23943e92ebc8311f740bb082ec2863ed2ac7a9f338,119.0,0.0
5cd1023e478c,27ad148153d6,Ростовская область,Шахты,Животные,Собаки,Дог,,,Канарский дог ищет подругу,,,7,2017-03-25,Private,23ea2d0f21e5f7a0c1efb6c5b93850cb3926f9cd69a9ff9ccfab38eb65c242d1,2091.0,0.23321999999999998
5cd4a76ec7c5,435200d6e51e,Нижегородская область,Нижний Новгород,Для дома и дачи,Ремонт и строительство,Камины и обогреватели,,,Газовый котёл navien,"Котёл рабочий, в хорошем состоянии. В известковой воде не использовался.",10000.0,1,2017-03-24,Private,7f3e5851ddc0fb35a102212854348f5a855a6b4202c588b8247952e9ad89dbc5,1197.0,0.38925
5cdc9e798e2e,02edf3263cc9,Иркутская область,Тайшет,Недвижимость,Квартиры,Сниму,На длительный срок,1,Сниму 1-к квартиру,"С 1 августа 2017г/
Сниму 1к квартиру в центре г. Тайшета./
мне 40 лет, я персональный тренер по фитнесу, /
не курю, алкоголь не употребляю./
Чистоплотен и пунктуален./
Только центр города!",10000.0,4,2017-03-27,Private,c79d35c109c1a2c52eebc27946e89591593c6f56ef01bfb5e72cf44f44ddc884,1544.0,0.21015999999999999
5ce145e1813e,7e5a788dc8ae,Красноярский край,Ачинск,Личные вещи,Детская одежда и обувь,Для девочек,"Шапки, варежки, шарфы",,Шапка авторская,,700.0,44,2017-03-19,Private,5b98c224a57c55f66cc42cc45d55ad07ae9bee576bc359daa7e1b75a7038735b,105.0,0.0
5ce62fed834c,66bbb228407a,Владимирская область,Собинка,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Платья и юбки,42–44 (S),Юбка,"юбка в нормальном состоянии/
есть один деффект,но в целом все хорошо",200.0,9,2017-03-15,Private,becfebb47b02f81ca047289d91637bb28abaab8dd9200c6c0a4a84ea69fc33ba,81.0,0.15813
5d2771817b90,5db5d1e60f38,Тульская область,Тула,Личные вещи,Детская одежда и обувь,Для девочек,Обувь,> 36,"Полукеды Jook розовые.Размер36,37,38.Новые","Продам Новые полукеды для девочки Jook. Стильные кеды из качественного материала модной расцветки для девочки. Модель с закругленной формой мыска, на практичной подошве, снабжена удобными застежками на липучки. Отличный вариант для детского гардероба./
Размер36 (по стельке 23см), 37(по стельке 23,5см),38(по стельке 24см)/
Артикул: S143118/
Бренд: Jook/
Материал: Верх: текстильный материал, подкл: текстиль,подошва:резина/
Цена 400 рублей./
Возможна также встреча в городах Тульской области: Тула, Новомосковск, Донской, Узловая, Кимовск, Богородицк, Болохово и др.",400.0,87,2017-03-19,Private,eeab7c5304e5a4411f78f710475e78649c05900d08e171983e302cf034ab9802,85.0,0.0
5d33c7c0ba8f,808e7310fc1f,Алтайский край,Барнаул,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Топы и футболки,40–42 (XS),Майка,"майка б\у в отличном состоянии,",200.0,105,2017-03-28,Private,d32e29a8c49f6c9ee1b9855d616407983a71066a4d35e006767e01dd05893dae,618.0,0.0
5d3e3f179ce0,39677b6ee931,Ставропольский край,Ставрополь,Личные вещи,"Одежда, обувь, аксессуары",Мужская одежда,Пиджаки и костюмы,50–52 (XL),Пиджак Винтажный,Продаётся пиджак тёмно-болотный. Размер 52. Цена 300р.,300.0,70,2017-03-15,Private,cd4c928a82a13212cb47340e5dabb2782d354f2cb2b38ae120e75c85d766dca6,73.0,0.0
5d53a02594de,6068473a2b4e,Белгородская область,Белгород,Личные вещи,Детская одежда и обувь,Для мальчиков,Обувь,33,Сапоги резиновые,Состояние отличное,300.0,35,2017-03-15,Private,6c0261799636b08c7bf8a5013916e39dfec828ba92728dd89debda283460c620,49.0,0.0
5d71e33ade2d,8ac000899d2d,Новосибирская область,Новосибирск,Бытовая электроника,Аудио и видео,Видеокамеры,,,Вызывная панель видеодомофона,"Вызывная панель видеодомофона  ч/б DC 12V, 1/3 CMOC or CCD, Lens F1,8, infrared LED. /
Угол обзора 78-92/
новая",1100.0,1,2017-03-16,Private,efb2dab38989a3905e72b302f7ae277412a16369cc1c19d4595d057ee0fefe13,1901.0,0.0
5d72eca1c272,ef18567dbc78,Волгоградская область,Волгоград,Личные вещи,Товары для детей и игрушки,Детские коляски,,,Adamex Champion 3v1 полная комплектация,"Очень хорошее состояние, УНИВЕРСАЛЬЯ расцветка, полная заводская комплектация. /
Детская коляска Adamex Champion Aly 3 в 1 это универсальная модульная модель на алюминиевой раме с эксклюзивной полиэстеровой тканью отделки ручка которой обшита эко-кожей и автокреслом. Коляска очень маневренная благодаря поворотным передним колесам которые несколько меньше задних. Передние колеса, как и в других моделях этого класса имеют фиксатор направления. Система амортизация различна у передних и задних колес - передние оснащены особыми противоударными амортизаторами, задние же более мягкие. Это сделано для удобства преодоления препятствий, таких как бордюры и при этом сохранения мягкости хода и легкости укачивания малыша./
/
Характеристики детский коляски Adamex Champion Aly 3 в 1:/
/
Чехол для люльки и прогулочной коляски./
Москитная сетка и дождевик./
Колеса надувные на подшипниках./
Передние колеса рулевые, меньше по размеру задних./
Сумка для мамы и корзина для покупок./
Усовершенствованная вентиляционная система с отстегивающимися клапанами в задней части люльки и прогулочного блока./
Простая и легкая система крепления люльки, прогулочного блока и автокресла.",12500.0,2293,2017-03-22,Company,c822f4f298f561ce10f92b04a0a1f813dae1b159a192621f01e0cdb3557999ca,1002.0,0.0
5d766a68c24b,cf4e9bae32f3,Кемеровская область,Березовский,Животные,Другие животные,Грызуны,,,Отдам в хорошие руки морскую свинку,Отдам в хорошие руки морскую свинку. Возраст 7 лет.,0.0,6,2017-03-26,Private,8850e0419f12a01ad6dede03691a807addb8799533112cfc5fdcf9bef8a9a3e0,2204.0,0.78503
5d77c7d129d0,dbb87a5bef02,Алтайский край,Барнаул,Бытовая электроника,Фототехника,Зеркальные фотоаппараты,,,Canon 6d,"В продаже 📷/
• Canon 6D - 70000/
• Canon EF 24-105mm - 35000/
• Canon EF 24-105mm - 35000/
 Снимал только на видео. В профессиональных руках 3 года, очень аккуратное использование.",70000.0,7,2017-03-15,Private,5114d25024f86322d3840f992058bf3eaef9e26dac24d9f312f46cd3ac7918ab,2997.0,0.21325999999999998
5d7db7a01819,789f324a0986,Краснодарский край,Краснодар,Личные вещи,Детская одежда и обувь,Для мальчиков,Другое,,Конверт на выписку,,500.0,25,2017-03-20,Private,80b0a3c6b82e3793082a0b41269b5755a3fed30e6ab19c129f727a92ab7e48f7,75.0,0.0
5d8388c154ae,e26186f97785,Свердловская область,Каменск-Уральский,Личные вещи,Детская одежда и обувь,Для девочек,Верхняя одежда,74-80 см (7-12 мес),Комбинезон,"Продам комбинезон села на теплую зиму, холодную весну. наполнитель пух. размер 6-12 мес",700.0,26,2017-03-23,Private,6af82c712572920052991cc9bcbeea975825d59d67bc886ea49027dca2d25fe6,42.0,0.0
5d8650738948,398a88f7a926,Белгородская область,Строитель,Услуги,Предложение услуг,"Ремонт, строительство","Строительство домов, коттеджей",,Опытная бригада каменщиков,"Строительство коттеджей, частных домов, бань, гаражей, сараев, заборов, пристроек, складов, ангаров, жилых и хозяйственных строений. Больше 15 лет опыта. /
Так же мы предоставляем следующие услуги:/
Реальные объекты, которые можно посмотреть!/
Составление сметы и расчет материалов!/
Кирпич облицовочный - 22 рубля/
Кирпич красный - 8 рублей/
Облицовка готового дома - 25 рублей/
Керамзитный блок - 25 рублей/
Газосиликатный блок - 1300/м3/
Забор(красный кирпич) - 25 рублей",1.0,71,2017-03-16,Company,9a5400d9a6c8fa7285e35898dca0860346350a3c81c1bfda8241c3bdaf11d14d,1304.0,0.2
5d947fd9a215,45bd05005074,Новосибирская область,Новосибирск,Бытовая электроника,Товары для компьютера,Мониторы,,,"ЖК Монитор BenQ G922HDL LED 19"" (48см)","-----------------------ЖК Монитор-------------------------/
 /
BenQ G922HDL/
 /
Характеристики: /
— ЖК-монитор с диагональю 18.5""/
— тип матрицы экрана TFT TN/
— разрешение 1366x768 (16:9)/
— яркость 250 кд/м2/
— контрастность 1000:1/
— время отклика 5 мс/
ОТС. Гарантия./
 /
Цены ниже розничных до 50%/
....................................................................../
Режим работы 10:00-20:00, без выходных.",2900.0,7298,2017-03-15,Company,42f568cdc70b6b6512f9f80072018a04a81d4ea33fa5fda4e7efcc1e7a66243f,2845.0,0.0
5d957baab4ed,9d756167d7f0,Воронежская область,Воронеж,Услуги,Предложение услуг,"Сад, благоустройство",,,Уборка и расчистка дачных участков.Выкарчевка пней,"У вас есть дача,свой дом?Вы счастливый человек!Да,пока валяетесь на травке,или раскачиваетесь в гамаке под тенью деревьев.Но,работы никогда незаканчиваются.То деревья подпилить, то травку покосить,то дров в баньку заготовить, то пошатнувшийся забор подправить -работы море.Работы море./
Есть выход:ОТДОХНИТ,а МЫ ПОРАБОТАЕМ!/
1)Обрезка плодовых деревьев профессиональным инструментом./
2)Расчистка участка от древесно-кустарниковой растительности с помощью бензопил,бензокос,сучкорезов,/
3)Покос травы,бурьяна поросли./
4)Выкорчевка пней диаметром от 10см ручным способом так и механическим./
5)Распиловка и колка дров и другие дачные работы./
6)Вспашка профессиональным мотоблоком.так же и ручная копка/
7)Земельные работы (траншеи,сливные ямы)/
8)Также установим заборы(рябица,профлист)/
Вывезем за собой весь мусор(ветки,пни,трава)выполним вывоз и вашего накопившего мосора на вашей даче!/
Работаем по городу Воронеж и Воронежской обл..Большой опыт работы звоните Будем рады Вам помочь!",300.0,1,2017-03-24,Private,7e9a0b65531f8d1c78a960738e35ae82101097f861de2e30302167f003829be5,1061.0,1.0
5d989d3750df,06edbb5a2c95,Краснодарский край,Краснодар,Личные вещи,Товары для детей и игрушки,Игрушки,,,Украшения для праздника Микки маус на два года,"Набор для празднования дня рождения Микки Маус. /
Входит: /
Фоторамка/
Веер микки/
4 цифры два в стиле Микки/
Украшение для торта /
Скатерть/
Гирлянда треугольники/
Гирлянда микки 5метров/
Подставки для капкейков с топперами/
Украшение в форме головв микки с бантиком для вклейки фото/
Упаковочная бумага для подарков",1200.0,54,2017-03-19,Private,858b398c06dbd3b58fafb7eaf972bf05b0e6c86ba3fbca01bb4aad0383842b2a,2277.0,0.0
5d99af43d3f4,468c3e5838fa,Владимирская область,Владимир,Для дома и дачи,Посуда и товары для кухни,Посуда,,,Графин для вина,,300.0,62,2017-03-20,Company,ae2ba6aa16bcb0382d3cad42b611ad71b5789ad3ccfccfd2e09afaab695c390b,1656.0,0.0
5d9fc963edb8,efa6bbee11d0,Самарская область,Самара,Для бизнеса,Оборудование для бизнеса,Для магазина,,,Гидравлическая тележка (рохля),,8000.0,20,2017-03-20,Private,ea168624671a40d13e6883e68535ff711c09db9c3f0c3126179310bb8d028ff8,1058.0,0.24515
5daadad5dfb1,8b5a5f14f35f,Саратовская область,Саратов,Личные вещи,"Одежда, обувь, аксессуары",Женская одежда,Верхняя одежда,> 50 (XXL),Полупальто+юбка из драпа осень-весна,Качественный костюм из драпа цвета фуксия!Размер 54-56.Без затяжек и пятен!Сезон весна-осень.Состояние нового!торг.забирать в солнечном,1500.0,43,2017-03-23,Private,141f8d9398ce45800cc1ed72e62ccf3d6c147f4fb059ee2a8c292e59cd70f7e4,577.0,0.0
5db07d72e01f,ffa14d2be1fe,Самарская область,Самара,Услуги,Предложение услуг,"Транспорт, перевозки",Автосервис,,Ремонт,Ремонт актуаторов королла 150 робот желательно с заменой сцепления Ремонт амортизаторов с гарантией Востановление шаровых на рычагах,4000.0,42,2017-03-27,Company,,,0.25
5dc96432d7ea,33533c9da2ac,Пермский край,Пермь,Личные вещи,Детская одежда и обувь,Для мальчиков,Верхняя одежда,62-68 см (2-6 мес),Поддева,"Отличная флисовая поддева фирмы Crockid. Размер 68 (+6). Забирать на молодежке. Возможна встреча в Мотовилихинском районе, на гайве, вышке, кислотных дачах, левшино.",500.0,58,2017-03-27,Private,d02e2605a7b90973deb258210e49d36731fcbe5cb1caff7646904aa64ea10a77,54.0,0.0
